age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42,management,married,tertiary,no,1340,yes,no,unknown,14,may,299,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,525,yes,no,cellular,12,may,325,2,-1,0,unknown,no
43,blue-collar,married,primary,no,232,no,yes,cellular,15,may,45,1,-1,0,unknown,no
54,technician,divorced,secondary,no,0,yes,no,cellular,28,jan,87,2,-1,0,unknown,no
35,unemployed,single,secondary,no,3854,yes,no,cellular,18,nov,132,2,-1,0,unknown,no
35,services,married,secondary,no,2135,no,no,unknown,11,jun,436,1,-1,0,unknown,no
47,management,single,tertiary,no,-295,no,yes,cellular,22,jul,333,2,-1,0,unknown,no
31,management,single,tertiary,no,147,no,no,cellular,9,mar,469,1,181,2,success,yes
28,technician,single,secondary,no,250,no,yes,cellular,29,jan,133,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,5024,no,yes,cellular,25,jul,661,4,-1,0,unknown,yes
34,admin.,divorced,secondary,no,0,yes,no,cellular,6,may,153,1,-1,0,unknown,no
42,housemaid,married,secondary,no,314,yes,yes,cellular,17,apr,727,2,-1,0,unknown,no
57,unemployed,married,secondary,no,1681,no,no,cellular,18,nov,226,1,-1,0,unknown,no
51,technician,divorced,secondary,no,107,no,no,unknown,19,jun,593,1,-1,0,unknown,no
36,technician,married,secondary,no,25,no,no,cellular,14,aug,98,2,-1,0,unknown,no
44,technician,divorced,secondary,no,181,no,no,unknown,13,may,302,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,0,no,no,cellular,19,aug,112,7,-1,0,unknown,no
37,blue-collar,married,secondary,no,4321,no,no,cellular,22,feb,276,3,167,3,failure,no
33,technician,single,tertiary,no,137,no,no,cellular,25,aug,88,4,-1,0,unknown,no
47,admin.,single,secondary,no,19,yes,yes,cellular,18,nov,90,2,123,1,failure,no
33,blue-collar,married,secondary,no,5164,no,no,cellular,13,aug,238,2,265,1,failure,no
33,services,married,secondary,no,4789,yes,yes,cellular,11,may,220,1,339,4,failure,no
29,blue-collar,married,secondary,no,1175,yes,yes,cellular,30,jul,141,4,-1,0,unknown,no
37,admin.,married,secondary,no,68,yes,yes,cellular,13,may,151,2,351,1,failure,no
29,student,single,secondary,no,67,no,no,cellular,23,feb,211,1,187,5,success,yes
48,blue-collar,married,secondary,no,578,yes,no,cellular,2,feb,70,1,250,1,failure,no
52,blue-collar,married,secondary,no,310,yes,no,unknown,28,may,211,4,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,22,jul,89,1,-1,0,unknown,no
35,admin.,married,secondary,no,3487,yes,no,cellular,17,apr,323,2,319,1,failure,no
37,management,married,tertiary,no,0,no,no,cellular,4,aug,96,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,49,no,yes,unknown,27,may,210,2,-1,0,unknown,no
36,admin.,married,secondary,no,957,yes,no,unknown,21,may,206,1,-1,0,unknown,no
39,blue-collar,single,secondary,no,94,no,yes,cellular,23,jul,87,3,-1,0,unknown,no
25,technician,single,secondary,no,266,no,yes,cellular,15,jun,74,1,-1,0,unknown,no
32,blue-collar,married,primary,no,9750,yes,no,cellular,21,nov,51,2,-1,0,unknown,no
35,management,married,tertiary,no,1256,yes,no,unknown,20,jun,26,29,-1,0,unknown,no
41,blue-collar,married,secondary,no,1354,yes,no,cellular,4,may,106,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,3598,no,no,unknown,6,jun,154,1,-1,0,unknown,no
39,admin.,single,secondary,no,223,no,no,cellular,4,feb,277,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,119,no,no,cellular,4,may,20,5,-1,0,unknown,no
45,blue-collar,married,primary,no,644,yes,no,telephone,12,may,422,2,-1,0,unknown,no
31,management,married,tertiary,no,50,no,no,cellular,19,aug,37,5,-1,0,unknown,no
26,management,single,tertiary,no,3178,no,no,cellular,2,jun,64,1,-1,0,unknown,no
51,services,divorced,secondary,no,518,yes,no,telephone,17,nov,76,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,292,no,no,unknown,8,sep,9,1,-1,0,unknown,no
46,technician,married,secondary,no,2527,yes,yes,unknown,29,may,201,3,-1,0,unknown,no
25,management,single,secondary,no,1923,no,yes,cellular,8,jul,71,1,-1,0,unknown,no
55,technician,divorced,secondary,yes,284,yes,no,cellular,7,aug,78,2,-1,0,unknown,no
31,self-employed,married,secondary,no,33,no,no,cellular,6,aug,165,4,-1,0,unknown,no
59,retired,married,secondary,no,0,yes,no,cellular,30,jul,73,4,-1,0,unknown,no
48,management,single,tertiary,no,31,no,yes,unknown,3,jul,154,1,-1,0,unknown,no
43,technician,single,secondary,yes,685,yes,no,cellular,31,jul,94,2,-1,0,unknown,no
36,management,single,tertiary,no,-679,yes,yes,cellular,3,feb,110,1,-1,0,unknown,no
30,admin.,single,secondary,no,1249,no,no,cellular,8,jul,220,4,-1,0,unknown,no
44,blue-collar,married,secondary,no,2017,yes,no,unknown,14,may,74,3,-1,0,unknown,no
29,self-employed,single,secondary,no,1186,no,no,cellular,10,jul,313,1,-1,0,unknown,no
31,technician,single,tertiary,no,1881,no,no,cellular,19,nov,145,1,-1,0,unknown,no
57,management,divorced,unknown,no,0,no,no,unknown,16,jun,235,2,-1,0,unknown,no
30,admin.,single,tertiary,no,1535,no,no,cellular,18,aug,67,4,-1,0,unknown,no
43,management,married,tertiary,no,1800,no,no,telephone,29,jul,103,3,-1,0,unknown,no
37,management,married,primary,no,1404,yes,no,cellular,2,feb,97,1,-1,0,unknown,no
36,management,divorced,tertiary,no,0,no,no,cellular,4,aug,1165,1,-1,0,unknown,yes
37,blue-collar,divorced,secondary,no,752,yes,no,cellular,17,apr,153,3,-1,0,unknown,no
35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,200,5,failure,yes
50,management,single,unknown,no,1277,no,no,cellular,4,may,63,1,-1,0,unknown,no
48,services,married,secondary,no,300,no,no,cellular,14,aug,350,4,-1,0,unknown,no
44,technician,single,secondary,no,140,yes,no,cellular,8,may,324,2,268,2,failure,no
52,retired,married,secondary,no,1052,yes,no,unknown,29,may,35,1,-1,0,unknown,no
36,management,single,tertiary,no,0,no,no,unknown,11,jun,33,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,98,yes,no,unknown,2,jun,136,1,-1,0,unknown,no
41,services,married,secondary,no,7509,no,no,unknown,19,jun,575,1,-1,0,unknown,no
52,blue-collar,married,primary,no,1007,yes,no,unknown,16,may,248,2,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,257,no,yes,cellular,18,nov,340,2,-1,0,unknown,no
31,blue-collar,married,primary,no,856,yes,no,unknown,8,may,303,3,-1,0,unknown,no
31,management,married,tertiary,no,1032,no,no,cellular,7,jul,284,1,-1,0,unknown,yes
53,admin.,married,secondary,no,2955,no,no,unknown,19,jun,605,1,-1,0,unknown,no
45,admin.,married,secondary,no,-31,yes,no,unknown,14,may,295,2,-1,0,unknown,no
36,unemployed,single,primary,no,1201,yes,no,unknown,5,jun,57,1,-1,0,unknown,no
33,technician,married,secondary,no,362,no,yes,cellular,26,aug,160,6,-1,0,unknown,no
37,management,married,tertiary,no,392,no,no,cellular,6,aug,115,2,-1,0,unknown,no
47,technician,married,primary,no,235,no,no,cellular,2,mar,136,2,203,1,other,yes
48,admin.,single,secondary,no,-874,yes,no,cellular,20,apr,243,2,151,7,other,no
50,blue-collar,married,primary,no,9301,yes,no,cellular,7,jul,136,4,-1,0,unknown,no
53,management,married,tertiary,no,3366,no,no,telephone,20,nov,278,6,112,2,failure,no
43,blue-collar,married,secondary,no,948,yes,no,cellular,17,apr,185,1,336,2,other,no
87,retired,married,primary,no,2190,no,no,telephone,12,jan,512,2,-1,0,unknown,yes
33,blue-collar,single,secondary,no,5,yes,no,cellular,31,jul,188,3,-1,0,unknown,no
54,management,married,secondary,no,1394,yes,no,unknown,15,may,438,5,-1,0,unknown,no
43,technician,single,secondary,no,33,yes,no,unknown,27,may,93,10,-1,0,unknown,no
35,management,married,tertiary,no,753,no,no,cellular,27,aug,111,9,-1,0,unknown,no
42,management,married,tertiary,no,2309,yes,no,unknown,21,may,64,3,-1,0,unknown,no
31,admin.,divorced,secondary,no,-186,yes,no,cellular,20,apr,21,5,-1,0,unknown,no
48,blue-collar,married,primary,no,174,yes,yes,cellular,8,aug,36,8,-1,0,unknown,no
39,blue-collar,married,primary,no,-432,yes,no,unknown,8,may,159,3,-1,0,unknown,no
60,blue-collar,married,primary,no,1670,no,no,cellular,4,aug,115,1,-1,0,unknown,no
25,technician,single,secondary,no,938,no,no,cellular,1,jun,1048,1,-1,0,unknown,yes
31,admin.,married,secondary,no,-241,yes,no,cellular,22,jul,1287,5,-1,0,unknown,no
43,management,married,secondary,yes,16,no,no,cellular,2,feb,154,2,-1,0,unknown,no
30,admin.,married,secondary,no,2284,yes,no,cellular,19,nov,154,1,-1,0,unknown,no
50,blue-collar,married,primary,no,12519,yes,no,unknown,18,oct,37,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,184,no,yes,cellular,16,jul,1019,11,-1,0,unknown,yes
31,entrepreneur,divorced,tertiary,no,2,no,yes,cellular,7,jul,53,1,-1,0,unknown,no
27,management,single,tertiary,no,6791,no,no,telephone,22,mar,174,2,229,28,success,no
33,management,married,tertiary,no,901,no,no,cellular,11,aug,76,2,-1,0,unknown,no
30,services,single,secondary,no,595,yes,no,cellular,17,apr,172,1,-1,0,unknown,no
43,unemployed,married,secondary,no,1630,no,no,cellular,29,jul,153,3,-1,0,unknown,no
39,admin.,married,tertiary,no,9143,no,no,cellular,29,jul,851,2,-1,0,unknown,no
33,management,single,tertiary,no,2059,no,no,cellular,29,aug,106,2,-1,0,unknown,no
54,services,single,secondary,no,8289,no,no,unknown,26,jun,133,2,-1,0,unknown,no
45,management,divorced,tertiary,no,-901,yes,no,unknown,26,may,86,3,-1,0,unknown,no
46,admin.,married,secondary,no,2533,no,no,cellular,4,aug,282,1,-1,0,unknown,no
26,blue-collar,single,primary,no,535,yes,no,unknown,9,jun,21,37,-1,0,unknown,no
36,blue-collar,married,primary,no,0,yes,no,cellular,8,may,108,2,367,2,failure,no
35,blue-collar,divorced,primary,no,13,no,yes,cellular,9,jul,364,1,-1,0,unknown,no
48,technician,married,tertiary,no,2392,yes,no,cellular,18,jul,133,5,-1,0,unknown,no
41,admin.,married,primary,no,1314,yes,no,cellular,20,apr,159,1,326,1,failure,no
38,management,married,tertiary,no,46,no,no,cellular,29,aug,70,4,-1,0,unknown,no
37,admin.,married,tertiary,no,103,yes,yes,cellular,27,apr,81,3,-1,0,unknown,no
56,admin.,married,secondary,no,360,yes,yes,cellular,24,jul,98,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,0,no,no,cellular,18,aug,27,17,-1,0,unknown,no
37,management,single,secondary,no,24,yes,yes,cellular,11,aug,232,4,-1,0,unknown,no
30,admin.,single,secondary,no,-118,no,no,cellular,15,may,377,1,-1,0,unknown,no
53,admin.,married,unknown,no,0,no,no,cellular,19,aug,160,3,-1,0,unknown,no
35,housemaid,married,primary,no,0,yes,no,cellular,14,jul,340,3,-1,0,unknown,no
35,housemaid,single,secondary,no,1015,yes,no,unknown,5,jun,406,2,-1,0,unknown,yes
56,retired,married,secondary,no,364,no,no,cellular,5,aug,105,1,-1,0,unknown,no
37,blue-collar,married,primary,no,20,no,yes,telephone,15,jul,469,4,-1,0,unknown,no
29,technician,single,tertiary,no,370,yes,no,cellular,29,jan,119,2,251,5,failure,no
32,blue-collar,married,secondary,no,113,yes,yes,unknown,20,may,235,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,1012,yes,no,unknown,23,may,926,1,-1,0,unknown,no
36,blue-collar,single,secondary,no,3623,no,no,unknown,12,nov,71,1,378,1,success,yes
30,self-employed,married,primary,no,1380,yes,no,cellular,24,jul,259,9,-1,0,unknown,no
77,management,married,unknown,no,1780,yes,no,cellular,23,oct,221,2,183,3,success,yes
45,blue-collar,married,primary,no,900,yes,no,telephone,15,may,26,1,340,1,failure,no
52,self-employed,divorced,secondary,no,385,no,yes,cellular,26,aug,96,4,-1,0,unknown,no
31,management,single,tertiary,no,3340,no,no,cellular,15,sep,213,2,469,3,success,yes
32,admin.,single,unknown,no,2692,yes,no,cellular,18,may,99,2,-1,0,unknown,no
35,blue-collar,married,primary,no,-167,yes,no,cellular,15,may,195,3,359,1,failure,no
52,management,married,tertiary,no,271,yes,no,unknown,5,may,99,1,-1,0,unknown,no
49,entrepreneur,married,tertiary,no,313,yes,no,cellular,17,nov,42,2,188,2,failure,no
33,blue-collar,single,secondary,no,45,no,no,unknown,20,jun,13,12,-1,0,unknown,no
34,management,married,secondary,no,243,no,no,cellular,30,jan,417,4,-1,0,unknown,no
28,technician,married,secondary,no,930,yes,yes,unknown,26,may,112,1,-1,0,unknown,no
71,retired,married,primary,no,4657,no,no,cellular,16,feb,93,5,-1,0,unknown,yes
31,management,single,tertiary,no,-429,yes,yes,unknown,27,may,207,1,-1,0,unknown,no
41,management,married,tertiary,no,2665,yes,no,cellular,29,jan,112,1,183,10,other,no
42,technician,divorced,tertiary,no,765,no,no,cellular,27,aug,78,8,-1,0,unknown,no
41,blue-collar,married,primary,no,381,no,no,unknown,25,jun,305,4,-1,0,unknown,no
51,services,married,secondary,no,135,no,no,cellular,25,aug,105,4,-1,0,unknown,no
31,management,married,tertiary,no,303,yes,no,unknown,14,may,143,1,-1,0,unknown,no
55,housemaid,married,unknown,no,366,no,no,cellular,5,jun,365,3,57,2,other,yes
33,services,married,tertiary,no,546,yes,yes,unknown,9,may,253,1,-1,0,unknown,no
68,retired,married,primary,no,7945,no,no,cellular,27,apr,252,1,181,1,failure,no
56,blue-collar,married,primary,no,8318,yes,no,unknown,16,may,428,2,-1,0,unknown,no
40,admin.,single,secondary,no,664,no,no,cellular,21,jul,1342,2,-1,0,unknown,yes
54,management,divorced,secondary,no,-415,yes,no,unknown,26,may,290,2,-1,0,unknown,no
51,technician,married,tertiary,no,1911,yes,yes,unknown,17,jun,394,3,-1,0,unknown,no
57,retired,married,secondary,no,479,no,no,telephone,14,aug,82,2,-1,0,unknown,no
59,retired,married,tertiary,no,0,no,no,cellular,26,aug,94,2,-1,0,unknown,no
34,technician,married,secondary,no,209,yes,yes,cellular,8,apr,375,2,-1,0,unknown,no
49,management,divorced,tertiary,no,2564,yes,no,cellular,31,jul,744,8,-1,0,unknown,no
34,admin.,single,secondary,no,126,yes,no,unknown,20,may,61,2,-1,0,unknown,no
56,retired,married,primary,no,556,yes,no,cellular,28,aug,102,4,-1,0,unknown,no
35,unemployed,single,primary,no,68,no,no,cellular,3,jul,175,1,-1,0,unknown,yes
28,blue-collar,married,secondary,no,100,yes,yes,unknown,27,may,132,2,-1,0,unknown,no
23,technician,single,secondary,no,4545,no,no,cellular,25,sep,242,1,114,1,failure,no
32,blue-collar,single,secondary,no,760,yes,no,cellular,16,apr,445,1,148,2,other,no
32,blue-collar,married,secondary,no,254,yes,no,cellular,19,nov,1720,3,-1,0,unknown,yes
33,unemployed,single,secondary,no,682,no,no,cellular,5,feb,251,1,-1,0,unknown,no
57,retired,divorced,primary,no,698,no,no,telephone,1,jun,53,2,-1,0,unknown,no
35,technician,divorced,tertiary,no,-995,yes,yes,cellular,25,aug,734,4,-1,0,unknown,no
30,management,single,tertiary,no,0,yes,no,cellular,2,apr,293,2,314,2,failure,no
36,entrepreneur,married,secondary,no,313,yes,no,cellular,29,jan,167,2,198,1,failure,no
31,technician,married,secondary,no,28,no,no,cellular,21,aug,175,2,-1,0,unknown,no
53,self-employed,married,tertiary,no,2013,no,no,cellular,19,aug,268,14,-1,0,unknown,no
41,services,married,secondary,no,957,yes,no,unknown,15,may,326,4,-1,0,unknown,no
29,admin.,single,secondary,no,3528,no,no,cellular,8,oct,137,1,-1,0,unknown,yes
32,blue-collar,single,secondary,no,681,no,yes,cellular,13,may,589,1,-1,0,unknown,no
58,retired,divorced,tertiary,no,264,yes,yes,cellular,8,jul,523,3,-1,0,unknown,no
40,self-employed,married,tertiary,no,2977,yes,no,cellular,17,jul,1018,1,-1,0,unknown,no
30,technician,married,secondary,no,26,no,no,cellular,20,aug,55,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,535,yes,no,unknown,2,jun,360,2,-1,0,unknown,no
52,technician,married,secondary,no,-240,no,no,cellular,19,aug,392,3,-1,0,unknown,no
34,admin.,single,secondary,no,296,no,no,cellular,20,nov,68,1,136,4,failure,no
34,admin.,divorced,secondary,no,-220,yes,yes,unknown,12,may,115,4,-1,0,unknown,no
39,admin.,divorced,secondary,no,7,yes,no,cellular,2,feb,550,1,-1,0,unknown,no
35,management,married,tertiary,no,2123,yes,no,cellular,20,apr,54,1,273,3,failure,no
47,blue-collar,married,secondary,no,1449,no,no,cellular,4,aug,322,1,-1,0,unknown,no
45,management,married,tertiary,no,4693,no,yes,cellular,9,jul,148,2,-1,0,unknown,no
35,management,single,tertiary,no,18111,no,no,cellular,14,aug,172,4,-1,0,unknown,yes
38,self-employed,married,tertiary,no,0,no,no,cellular,29,aug,117,3,-1,0,unknown,no
43,blue-collar,married,secondary,no,15740,yes,no,unknown,14,may,252,2,-1,0,unknown,no
30,entrepreneur,married,tertiary,no,93,yes,no,cellular,6,feb,146,4,-1,0,unknown,no
33,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,yes
24,blue-collar,single,unknown,no,431,yes,no,unknown,3,jun,108,12,-1,0,unknown,no
41,management,married,tertiary,no,298,no,no,cellular,4,may,63,3,272,1,other,no
33,admin.,married,secondary,no,616,no,no,cellular,6,sep,250,3,-1,0,unknown,yes
36,technician,married,tertiary,no,629,yes,yes,cellular,29,dec,109,1,246,1,failure,no
54,blue-collar,married,primary,no,1849,no,no,cellular,12,aug,127,4,-1,0,unknown,no
53,blue-collar,divorced,primary,no,1480,yes,no,cellular,20,nov,95,2,-1,0,unknown,no
29,blue-collar,married,primary,no,10191,yes,no,cellular,15,may,282,2,-1,0,unknown,no
34,services,married,secondary,no,790,yes,no,cellular,20,apr,579,2,350,1,failure,no
40,management,married,tertiary,no,229,yes,no,cellular,14,may,183,3,-1,0,unknown,no
33,management,single,tertiary,no,134,no,no,cellular,18,aug,79,2,-1,0,unknown,no
48,management,married,tertiary,no,5887,no,no,cellular,13,aug,227,2,-1,0,unknown,no
37,admin.,married,secondary,no,756,yes,no,cellular,20,apr,207,2,-1,0,unknown,no
37,management,married,primary,no,22856,no,no,cellular,2,jul,154,1,388,1,failure,no
40,services,divorced,secondary,no,1959,yes,no,unknown,30,may,177,1,-1,0,unknown,no
59,retired,divorced,tertiary,no,1197,yes,no,unknown,9,jun,329,4,-1,0,unknown,no
43,management,single,tertiary,no,2048,yes,no,cellular,5,aug,155,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,7752,yes,no,cellular,15,jul,138,4,-1,0,unknown,no
32,blue-collar,single,secondary,no,29,no,no,unknown,16,may,132,13,-1,0,unknown,no
32,housemaid,single,tertiary,no,23663,yes,no,cellular,21,nov,103,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,395,yes,yes,cellular,20,apr,339,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,233,yes,no,unknown,19,may,220,3,-1,0,unknown,no
33,technician,single,secondary,no,235,yes,no,cellular,20,apr,352,1,-1,0,unknown,no
41,admin.,married,secondary,no,920,yes,yes,unknown,27,may,239,1,-1,0,unknown,no
55,technician,married,secondary,no,0,yes,yes,unknown,20,jun,124,1,-1,0,unknown,no
45,management,married,secondary,no,1546,no,no,telephone,21,nov,171,2,-1,0,unknown,no
45,blue-collar,married,primary,no,360,no,no,unknown,20,jun,98,2,-1,0,unknown,no
53,management,married,tertiary,no,349,no,no,cellular,7,aug,146,2,-1,0,unknown,no
33,management,married,tertiary,no,3915,no,no,cellular,7,aug,65,4,-1,0,unknown,no
44,services,married,primary,no,1161,yes,no,unknown,19,may,110,5,-1,0,unknown,no
38,management,married,tertiary,no,1482,yes,yes,cellular,21,jul,361,1,-1,0,unknown,no
60,retired,married,tertiary,no,6684,yes,yes,cellular,5,feb,173,1,-1,0,unknown,no
26,technician,divorced,secondary,no,379,yes,yes,unknown,19,may,501,3,-1,0,unknown,no
54,housemaid,married,secondary,no,167,yes,no,unknown,20,may,547,7,-1,0,unknown,no
54,management,married,tertiary,no,148,no,yes,cellular,24,jul,42,3,-1,0,unknown,no
52,blue-collar,married,secondary,no,782,yes,yes,cellular,20,apr,104,1,-1,0,unknown,no
33,self-employed,married,tertiary,no,980,no,no,cellular,25,jul,170,3,-1,0,unknown,no
44,management,single,tertiary,no,639,no,no,cellular,27,aug,69,12,-1,0,unknown,no
31,technician,married,secondary,no,-292,yes,yes,unknown,3,jun,186,1,-1,0,unknown,no
35,services,married,secondary,no,44,yes,no,telephone,17,apr,377,2,-1,0,unknown,no
34,admin.,married,secondary,no,0,yes,no,telephone,10,jul,38,1,-1,0,unknown,no
39,blue-collar,single,primary,no,0,no,no,unknown,18,jun,375,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,-179,yes,no,cellular,30,jul,335,6,-1,0,unknown,no
48,management,married,tertiary,no,2,no,no,cellular,15,sep,103,1,91,2,failure,no
38,technician,single,secondary,no,372,no,no,unknown,23,may,59,3,-1,0,unknown,no
57,management,married,tertiary,no,1318,no,no,cellular,18,jan,91,2,94,3,success,no
34,blue-collar,single,secondary,no,375,yes,no,cellular,20,apr,55,1,-1,0,unknown,no
40,housemaid,married,primary,no,322,no,no,unknown,17,jun,140,2,-1,0,unknown,no
31,technician,single,tertiary,no,236,yes,no,cellular,30,jan,200,1,259,1,failure,no
32,management,single,tertiary,no,258,yes,no,cellular,29,aug,131,4,-1,0,unknown,no
27,blue-collar,married,secondary,no,564,yes,no,unknown,9,may,257,3,-1,0,unknown,no
44,technician,married,secondary,no,196,no,no,cellular,22,jul,367,1,-1,0,unknown,no
29,technician,married,unknown,no,627,yes,no,cellular,14,jul,140,2,-1,0,unknown,no
21,student,single,unknown,no,200,no,no,unknown,1,jun,8,1,-1,0,unknown,no
44,admin.,married,secondary,no,5181,yes,yes,cellular,31,jul,18,7,-1,0,unknown,no
30,self-employed,married,tertiary,yes,-1083,yes,no,cellular,6,may,401,1,336,2,failure,no
55,technician,single,tertiary,no,92,yes,no,unknown,7,may,118,3,-1,0,unknown,no
42,admin.,divorced,secondary,no,814,yes,no,cellular,2,feb,326,5,-1,0,unknown,no
30,student,single,tertiary,no,300,no,no,cellular,6,feb,38,1,-1,0,unknown,no
36,entrepreneur,married,primary,no,600,no,no,cellular,21,jul,538,1,-1,0,unknown,no
31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success,yes
25,management,single,tertiary,no,1,yes,no,cellular,13,may,9,5,-1,0,unknown,no
37,blue-collar,married,secondary,no,1053,no,no,unknown,16,jun,405,3,-1,0,unknown,no
40,technician,married,tertiary,no,99,no,no,cellular,13,aug,220,2,364,2,failure,no
45,admin.,married,secondary,no,2556,no,no,telephone,26,jan,196,2,-1,0,unknown,no
30,blue-collar,married,primary,no,-93,yes,no,cellular,13,apr,173,4,-1,0,unknown,no
42,blue-collar,married,secondary,no,0,yes,no,cellular,21,nov,328,6,-1,0,unknown,no
57,blue-collar,married,primary,no,47,no,yes,unknown,3,jul,326,1,-1,0,unknown,no
33,management,single,tertiary,no,4176,no,no,cellular,26,mar,288,3,-1,0,unknown,yes
40,services,married,secondary,no,2172,yes,yes,unknown,13,may,1386,1,-1,0,unknown,no
27,services,single,secondary,no,195,yes,no,cellular,25,feb,416,3,-1,0,unknown,yes
44,blue-collar,divorced,unknown,no,532,no,no,unknown,16,may,141,2,-1,0,unknown,no
28,student,single,secondary,no,1925,no,no,cellular,25,nov,487,1,97,2,failure,yes
60,retired,divorced,primary,no,1017,no,no,unknown,9,jul,10,20,-1,0,unknown,no
38,entrepreneur,married,primary,no,0,yes,no,cellular,30,jul,172,4,-1,0,unknown,no
53,blue-collar,married,secondary,no,427,no,yes,cellular,14,aug,360,4,-1,0,unknown,no
35,unemployed,single,tertiary,no,154,no,no,cellular,29,jan,105,2,-1,0,unknown,no
35,self-employed,single,tertiary,no,71,no,no,cellular,15,jun,651,1,-1,0,unknown,yes
59,blue-collar,married,primary,no,179,yes,no,unknown,5,may,55,3,-1,0,unknown,no
44,unemployed,married,tertiary,no,178,no,no,cellular,8,aug,126,2,-1,0,unknown,no
31,management,married,tertiary,no,2652,no,no,cellular,25,aug,9,9,-1,0,unknown,no
49,self-employed,married,tertiary,no,206,yes,no,unknown,23,jul,108,2,-1,0,unknown,no
56,management,divorced,tertiary,no,2126,yes,no,cellular,17,nov,131,1,-1,0,unknown,no
38,self-employed,married,tertiary,no,656,yes,no,cellular,22,aug,508,7,-1,0,unknown,no
42,technician,divorced,secondary,no,0,yes,no,unknown,30,may,115,6,-1,0,unknown,no
40,entrepreneur,married,secondary,no,2252,no,no,unknown,12,jun,144,1,-1,0,unknown,no
57,blue-collar,married,primary,no,-238,no,no,unknown,27,jun,79,1,-1,0,unknown,no
26,services,single,secondary,no,127,yes,yes,cellular,23,jul,85,3,-1,0,unknown,no
30,student,married,tertiary,no,324,no,no,cellular,25,aug,585,4,-1,0,unknown,no
51,blue-collar,married,secondary,no,463,yes,yes,cellular,15,jul,114,4,-1,0,unknown,no
60,retired,married,secondary,no,-1110,yes,no,unknown,6,jun,143,2,-1,0,unknown,no
36,housemaid,married,primary,no,122,no,no,unknown,6,jun,78,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,3547,no,no,cellular,20,aug,395,6,-1,0,unknown,no
37,blue-collar,married,primary,no,-196,yes,no,unknown,26,may,166,2,-1,0,unknown,no
25,technician,single,tertiary,no,437,no,yes,cellular,7,jul,121,1,-1,0,unknown,no
30,management,married,tertiary,no,877,no,no,cellular,22,may,122,2,108,3,failure,no
41,services,married,secondary,no,6687,yes,no,cellular,21,nov,41,2,123,3,failure,no
49,technician,married,secondary,no,-849,yes,yes,unknown,27,may,197,1,-1,0,unknown,no
38,unemployed,married,tertiary,no,2812,yes,no,cellular,3,nov,322,1,187,1,success,no
32,blue-collar,single,secondary,no,7712,yes,yes,unknown,29,may,768,4,-1,0,unknown,no
57,retired,single,tertiary,no,0,no,no,cellular,18,nov,300,1,-1,0,unknown,no
31,unemployed,single,secondary,no,-186,yes,no,unknown,26,may,172,3,-1,0,unknown,no
28,services,married,secondary,no,6567,yes,no,cellular,21,jul,522,1,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,33,yes,no,cellular,20,nov,106,2,167,1,failure,no
28,management,single,tertiary,no,890,yes,no,cellular,7,sep,201,1,-1,0,unknown,yes
42,blue-collar,single,secondary,no,583,no,no,cellular,28,jan,567,3,-1,0,unknown,no
55,blue-collar,married,secondary,no,49,yes,no,cellular,7,jul,494,4,-1,0,unknown,yes
28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,116,4,-1,0,unknown,yes
49,technician,married,primary,no,1878,yes,no,unknown,14,may,267,1,-1,0,unknown,no
36,technician,married,tertiary,no,1473,yes,yes,cellular,11,may,206,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,535,yes,no,cellular,20,apr,89,3,-1,0,unknown,no
30,technician,single,tertiary,no,0,no,no,cellular,15,sep,214,2,-1,0,unknown,no
45,admin.,divorced,primary,no,1807,yes,no,unknown,6,jun,118,2,-1,0,unknown,no
50,blue-collar,married,primary,no,808,yes,no,cellular,20,nov,302,3,-1,0,unknown,no
35,management,single,tertiary,no,995,no,no,cellular,5,feb,39,1,-1,0,unknown,no
50,admin.,married,secondary,no,-195,no,no,cellular,22,aug,119,4,-1,0,unknown,no
72,retired,married,primary,no,4657,no,no,cellular,27,sep,132,4,94,16,other,no
